,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49
gene_810,6.902966,7.707435,7.279833,7.511942,8.281425,7.396211,7.984937,7.718375,8.834793,7.489021,7.411248,8.064662,7.678931,7.527188,7.786825,8.678656,8.222829,8.183943,8.44786,8.101671,9.758635,8.037333,8.453151,8.273465,8.705238,8.327283,7.456174,8.517697,7.952013,8.433727,8.40458,8.465889,8.809533,7.163972,7.26879,8.751105,8.022418,8.439557,8.216828,7.589763,8.546327,7.568777,8.126245,8.061344,7.971049,8.642651,7.124845,7.709918,8.894366,8.219023
gene_811,9.000242,9.39943,8.32959,8.672386,8.987602,8.605883,8.323622,8.573306,9.543857,9.423519,9.689306,8.157453,8.55313,9.099498,7.57875,9.164301,8.388607,8.747011,7.958118,8.929004,7.352194,8.784749,9.425973,8.86104,8.248141,8.542328,9.259882,9.163159,9.255217,9.321809,8.77212,8.15716,8.164268,9.268982,9.1554,8.36779,8.413196,8.807571,8.898973,9.435431,8.341715,8.720993,8.974024,8.196484,8.243688,8.742757,8.759822,8.550046,8.56799,8.241545
gene_812,6.496007,6.623393,6.661493,5.975332,6.974942,6.059472,6.604362,6.095068,6.193756,7.225497,6.101982,5.796569,6.332848,5.045849,6.630848,6.884769,6.446594,6.60887,6.398489,5.988776,8.624452,5.670781,5.897804,6.112683,5.488602,6.732256,3.991953,5.554309,4.96721,5.574211,5.94159,6.420513,5.673658,6.845879,6.144505,6.330922,6.340511,6.602325,6.008189,6.506635,6.137167,5.921484,5.868205,6.346407,7.051394,5.851612,6.940167,4.519404,5.680859,6.796922
gene_813,7.346806,9.835311,8.324109,8.333316,8.056508,8.627862,8.387707,8.321396,8.486537,8.495463,9.381906,9.047999,9.147902,7.565719,9.367428,8.753818,9.152128,9.222264,8.455787,8.649594,9.475387,8.314968,9.356038,7.862953,8.935913,9.635999,10.399993,8.885733,8.361869,9.735124,8.710424,9.879533,9.445727,7.809492,7.986474,8.596726,8.804557,9.535903,8.741791,8.530894,9.911807,8.279606,8.630092,8.445921,8.882741,9.214093,7.344456,9.834022,8.819962,9.174576
gene_814,6.748233,7.563318,5.438852,7.561143,7.763757,7.749903,8.406783,8.511859,8.551801,7.167789,6.493582,7.462878,6.861633,5.58526,6.189145,7.134786,7.959075,7.957781,8.310376,6.65695,6.724623,5.556751,6.724732,4.062536,7.72508,7.823093,7.370705,7.881395,7.463385,7.007184,6.50182,6.10415,7.506034,5.445078,7.382356,7.517929,6.984293,7.450931,6.718677,6.600484,7.870827,7.220997,8.344416,7.463524,6.574024,6.757343,7.75727,5.202625,7.337586,5.851732
gene_815,8.0918902,5.7090452,9.0442466,7.5119424,6.5712854,9.18152,4.4854204,8.4847021,8.3993976,8.1024429,5.274243,4.8654091,7.917575,7.1458201,5.6034483,7.3076471,9.3056468,5.0691651,7.8449819,7.4217703,5.2469135,7.3540466,9.8526871,4.4641977,3.430205,8.6695654,5.9673554,3.4171504,9.4691758,10.9703648,6.0462291,6.7024636,7.2097165,7.0879931,9.4882298,6.0876198,4.3929562,9.0963884,3.5671073,4.5931446,4.2365768,6.8340538,8.6626577,5.474595,5.3124619,7.419817,8.2920685,3.3929631,6.2464252,10.4522412
gene_816,8.876882,7.949786,8.066939,8.002247,7.998353,7.645493,8.257147,7.783169,7.101986,7.904671,8.345631,8.475575,8.185847,8.316675,7.741689,7.554136,8.032079,7.903062,8.013764,7.963445,4.760157,8.460013,7.491019,7.359468,7.340153,8.305729,8.980394,8.138461,8.259098,8.945336,7.155314,5.794218,7.954865,9.002317,8.465795,7.535695,7.709049,7.888956,7.827508,8.751511,7.90772,8.04109,8.363487,8.512231,8.662426,7.121264,8.355646,7.867273,8.240515,8.60726
gene_817,5.890517,8.502605,5.611886,5.433454,5.681345,7.071827,7.139459,7.218936,8.279936,3.340277,8.189261,10.889489,8.519172,7.651798,6.417802,8.17723,8.251203,9.370803,10.665585,5.581291,7.21109,10.576607,7.236234,5.481499,10.323561,9.285208,5.35484,6.737389,7.937056,5.727956,8.334783,7.034172,10.731777,9.336053,7.111532,6.728655,5.608806,9.075503,8.281559,8.106343,9.929355,5.321827,6.941376,9.511065,10.091647,8.573624,4.221282,3.896407,7.664618,7.569711
gene_818,10.01554,6.799851,6.000279,7.895466,8.934811,10.081976,10.144187,10.070832,7.4783,10.761518,9.404882,9.983948,9.779783,8.229376,8.96195,9.113151,8.984287,9.810292,9.481174,8.86709,7.897398,6.92366,9.160134,8.992737,9.988216,9.57524,6.881212,10.254285,6.577294,10.523101,9.337312,7.661258,9.637108,9.465011,9.778074,7.142219,10.417779,10.286974,8.900284,8.645417,10.296515,10.297994,9.68175,10.219882,10.18849,9.684442,10.486191,4.519404,7.893132,8.588797
gene_819,8.393305,8.396763,8.829672,9.454846,11.434831,9.48188,11.613108,9.781189,10.298166,8.528954,10.680676,10.71956,9.506355,10.188193,12.260052,11.283123,8.54615,10.944317,10.568403,8.937053,12.050546,11.130448,10.081923,9.963909,10.4819,9.667324,9.334365,11.031205,10.053464,11.165296,11.959075,12.083466,10.592289,10.275019,9.171209,12.659309,12.284604,9.787811,11.662682,9.584959,10.98004,9.114271,9.446701,10.522199,10.954095,11.384417,9.250583,10.10313,10.514901,9.305961
gene_820,7.660645,7.385931,6.656236,7.763883,7.499407,7.865968,8.334899,7.084479,6.126802,7.489021,7.648437,9.453906,8.322902,8.62255,9.093528,8.441288,9.144138,8.723077,6.78986,6.636496,6.411021,6.396374,8.020697,7.369536,7.351717,8.65259,8.153755,6.867699,6.38287,6.744282,8.40003,7.309604,6.470429,8.354589,8.533641,7.027596,7.177619,8.417595,9.1852,7.807812,9.013077,8.759262,8.697239,9.580703,9.06554,7.612692,7.751377,7.880759,7.914319,7.372761
gene_821,3.9854458,3.8770571,4.4710118,3.4991953,5.4287856,5.4310412,2.951681,4.045006,2.0301242,4.9968723,3.2022453,3.1697006,4.4240285,6.4764076,4.0149355,1.8880321,5.7548715,2.1196882,1.9664305,0.9682751,1.4918018,2.2980424,1.5316185,2.8432201,0.5206485,3.975089,3.4832096,2.0893965,3.3506387,5.9609055,3.7603168,1.8459516,2.0558204,4.7179725,3.1326591,2.3146965,2.9509722,3.1570922,3.4864956,1.8591745,2.895923,2.7234493,4.1499015,2.8471551,3.0986217,1.1456775,4.6422279,4.1093856,3.4913657,5.1878073
gene_822,2.0153905,3.0521028,1.0741629,0.7685866,4.8509344,3.3243354,4.9688511,4.0362132,4.8957389,3.5149933,4.1463049,1.9054664,4.4452169,4.674969,3.5968398,5.7726062,2.7937294,5.3952171,6.8907628,3.3214664,6.768449,4.6440351,3.7528663,7.7596153,1.0611541,0.3386811,2.6532894,3.5719923,3.3903375,6.0148485,2.816825,6.4422004,7.4998618,3.1509333,3.1190407,5.0847361,4.3672802,0.9062749,3.4792694,4.1365605,4.6388732,3.8999103,2.3022898,2.229711,0.4252444,4.6016846,4.9950955,1.6750933,3.6959048,5.2654969
gene_823,10.206599,7.518504,5.078776,9.206897,8.216726,10.10296,9.138628,10.589604,10.463872,9.913863,8.980799,8.964211,11.122077,8.39007,7.857577,9.04394,7.849805,7.606946,8.439893,8.770281,8.377957,6.678523,7.601904,5.282847,8.222693,8.249137,9.717315,6.441789,7.345361,6.629568,6.774431,8.255378,7.780021,8.27116,9.747063,8.67498,8.623936,9.325958,7.873456,8.755889,8.651572,10.739941,10.100321,7.129345,8.368279,8.793769,11.231431,10.581869,9.139904,8.370805
gene_824,0,0,0,1.267356,0,0,5.8373075,0,0,0.7242137,0,1.6133902,0,0,0,0,0,1.6874191,1.9581003,0.9612529,0,0,0,0,0.9024981,0,0,0,0,0,0,0,0,0,0.6315234,0,0,0,0,0,1.7474733,0,2.9420453,0,0,0,0,0,0,0
gene_825,8.244435,8.864403,8.711633,9.480649,10.254296,9.067227,9.011046,9.200273,9.917335,9.35955,9.138256,9.382985,9.414002,7.809935,9.709733,9.985159,9.69218,9.738972,9.76837,9.561828,10.850218,9.2174,9.218089,8.459259,10.81672,9.766209,8.487293,9.958624,9.127195,9.651097,9.435429,10.193476,9.771889,8.045863,9.100807,10.322998,9.76781,9.506728,9.019916,8.444949,10.839141,9.472065,9.496245,9.393725,9.692675,10.371025,8.684451,9.45564,10.275519,9.387737
gene_826,12.377086,10.595136,11.675035,11.796117,11.607612,11.608292,9.836854,10.784774,10.227026,10.169637,10.834811,10.120575,10.92637,12.356812,11.86009,11.332244,11.144454,9.720102,10.541348,12.115947,9.734896,10.183424,10.700448,11.491623,10.377113,10.833285,11.660945,11.575601,12.11156,10.039426,10.213214,9.75563,10.399823,11.238799,11.407857,10.274879,10.755897,10.208137,11.03526,11.082136,9.93085,11.572762,11.020487,10.183214,10.240529,10.795472,10.910051,11.662708,11.831857,10.273691
gene_827,11.49825,11.70856,12.0499,11.90758,11.77435,12.57128,11.42662,11.11209,10.79472,12.25917,12.15118,10.80315,11.27306,11.86648,12.30688,11.78694,11.18655,11.86197,11.63448,12.36016,11.22942,11.87585,12.23511,11.19518,11.13894,11.31243,11.46597,11.41052,11.48226,11.82164,11.89814,11.30679,11.21405,11.93299,12.58505,11.6153,11.56095,11.16971,11.09974,11.88221,10.5769,11.10868,11.8183,11.68566,11.21476,11.634,11.14692,11.46831,11.2298,12.31633
gene_828,9.227481,9.66608,8.516397,8.868742,9.188527,8.965574,8.989695,8.745379,9.860943,8.741662,9.499282,8.884717,8.98439,10.592074,10.330278,9.730283,9.147693,8.676853,8.941171,9.135938,9.726278,8.946763,9.186595,8.895109,8.098937,8.738224,10.130892,9.362352,9.723178,8.78863,9.656253,9.178249,9.04283,9.56948,9.044905,9.257426,8.893799,8.629863,10.009731,9.483917,8.408691,9.17254,9.063436,9.117337,8.563932,9.22991,8.730144,9.86941,9.651097,9.036083
gene_829,11.87867,12.65791,13.02883,12.7039,12.50202,12.03034,11.3599,11.5646,14.22169,12.23167,12.90523,12.00027,12.19405,12.28262,12.41071,12.8769,12.66242,11.8939,12.23975,11.81821,11.73363,12.16314,12.45357,13.24557,11.76482,11.95099,12.72158,12.62126,12.59529,11.99795,12.06657,11.8664,12.18591,12.9221,12.49953,12.9722,12.22365,12.15812,12.8219,13.04402,11.66902,11.85142,11.78155,12.21873,11.737,12.63954,10.98672,11.90227,12.24641,12.42873
gene_830,9.423484,7.227885,6.796753,9.850801,8.926409,9.502524,9.008552,9.018857,7.110676,9.37238,8.251426,8.901383,8.977672,8.40785,8.974326,10.000366,6.940472,9.059664,8.773726,9.633246,9.512377,8.409985,6.729879,10.613347,8.812335,8.531947,7.370705,9.573395,7.671336,7.651956,9.330953,8.61894,9.571686,8.8757,9.331049,9.031853,9.423122,8.893884,9.46293,8.634365,9.396506,10.221962,9.753173,8.82165,8.562624,9.096312,8.681351,6.253728,7.428762,8.111042
gene_831,10.57891,10.941906,10.528991,11.321291,11.36565,10.323967,10.589146,11.10507,11.649535,11.682872,10.984162,10.75839,11.157435,11.033464,10.708868,11.144639,11.036146,11.250571,11.02561,11.26609,12.675598,12.108279,11.281947,11.135248,11.323736,11.080191,11.420876,11.468359,11.682727,12.405881,11.40161,11.939348,11.167845,10.737019,10.923112,10.808747,10.848975,11.113319,10.952559,10.929362,11.289748,11.005344,11.149957,10.63512,10.577344,11.449541,10.537646,10.965185,11.246812,11.372696
gene_832,9.175385,7.424863,9.217839,8.935598,8.221901,9.535511,7.777794,8.916145,9.158771,8.695124,8.931272,8.623208,8.897752,9.297645,8.541097,7.933885,8.182404,8.350466,8.653121,8.836439,9.224793,8.911356,8.594504,8.277427,8.854426,7.715935,9.15669,9.446384,9.41882,9.473379,9.538476,8.385612,8.741062,8.884051,9.296453,8.124008,8.341505,8.112757,8.843343,9.216697,7.863585,9.08349,8.870411,8.562353,8.644754,8.600887,8.077868,10.948564,8.892798,8.330684
gene_833,8.692912,8.045683,8.347245,7.549461,7.849668,8.283616,7.696133,7.805015,7.792966,8.501551,8.010025,8.832048,8.112393,8.699205,7.838561,7.428452,7.544941,8.365697,7.902526,7.634463,7.066423,7.964272,8.225164,9.655171,8.669165,7.309103,6.383226,8.098311,8.975865,8.713655,7.936391,7.103865,7.052449,6.644864,8.075217,7.59622,8.174207,8.402317,7.883352,8.25988,8.165967,8.365627,7.415328,9.402309,9.044741,7.954115,7.619479,8.005484,8.483884,7.64475
gene_834,5.359848,5.500432,3.757962,4.132091,6.459225,4.517137,5.565795,6.299206,7.075608,3.514993,6.334195,6.339606,5.721501,3.612636,4.066408,5.950069,6.26861,6.43463,5.827491,4.705773,5.498982,6.062098,3.534809,2.669934,6.20134,5.752858,7.053046,2.81791,7.00367,5.85907,5.090663,6.240366,6.185232,5.798325,5.21894,5.948622,5.30511,5.831596,3.907198,6.265994,6.972934,4.64128,4.985154,6.33912,6.195072,5.622257,5.604697,5.643441,4.072826,7.021546
gene_835,10.179088,6.036545,8.066939,5.640933,8.207044,8.105212,10.563873,6.751839,8.314193,8.236349,8.399705,9.871077,5.621621,9.5123,8.051111,8.99293,7.486835,11.544583,10.669567,5.977978,7.852854,7.394437,7.6407,6.120651,8.258966,7.685211,7.353835,9.754779,9.513058,7.546462,9.478503,8.273637,11.826886,10.120821,7.04109,8.899157,11.373996,8.326241,9.594836,10.057613,10.182804,4.878348,7.712933,11.594866,10.133194,8.660053,3.831796,6.307988,8.514734,8.943863
gene_836,8.477823,6.872878,9.178752,6.279661,8.836865,7.806337,10.039289,5.11602,7.414229,8.053714,5.381917,10.528591,7.725114,7.1958,7.068133,8.104075,7.860677,11.383828,11.163675,7.987872,8.742707,10.618422,8.131862,8.697579,11.974816,5.773941,6.881212,7.246807,7.21327,7.50701,6.891419,7.333003,11.118351,6.047894,7.353579,8.177285,10.302296,6.300197,7.047451,5.905271,11.233943,6.272828,8.484054,10.120834,10.587665,7.121264,5.753733,5.258802,8.625526,8.743313
gene_837,6.6641557,6.2518308,1.6830227,6.0690254,7.1641125,8.0099014,7.4053457,7.7403002,5.6899253,4.5740955,5.2901258,3.1530919,5.3848891,9.3387141,9.8212765,5.6875283,8.8619058,4.1420785,3.8862087,4.3176369,6.4171521,3.9008475,7.8979604,9.4767341,2.9517556,6.0407171,4.5011206,7.7306196,6.9493365,11.8750274,3.8943715,4.3998752,6.2819059,5.4275693,5.7473525,3.2506433,5.7245384,5.0210932,6.26617,5.0949496,4.2621249,6.6858,6.2867758,5.5648415,3.8101449,3.6319657,7.8973796,0,7.1177158,5.957845
gene_838,15.0134,13.94004,13.95928,15.17971,13.97507,14.90065,14.18817,14.53022,13.5512,14.35522,13.33967,13.48315,14.50278,13.34219,14.11081,13.11041,13.38974,14.00813,14.06776,15.00311,13.08762,13.85641,14.0704,13.41029,14.07312,14.54651,13.81717,14.21449,13.46023,13.18571,12.68523,13.29547,14.34441,14.0084,14.17162,13.11958,14.49314,14.36447,13.4932,13.18757,14.01001,14.72545,14.25592,13.88376,13.63394,13.03911,14.08665,13.00421,13.47009,13.41912
gene_839,12.066257,10.763237,12.367139,11.511654,11.460528,11.29558,10.20484,11.507864,11.872713,10.864503,11.760096,10.236768,10.801013,12.641266,11.5031,11.275333,11.859733,10.160287,10.292287,11.160817,10.035211,10.807307,11.11092,12.731287,10.236588,10.255607,11.212089,11.345128,11.124083,10.60333,11.318661,9.501133,9.92884,11.999669,11.860183,11.846666,10.05741,10.28091,12.001556,12.965808,9.313407,11.214617,10.777765,10.901968,9.875431,11.234656,11.163669,10.20495,11.197751,11.743846
gene_840,3.1881635,0.8111422,1.5071603,4.9980826,0,1.6538855,2.9425145,1.8106899,1.0748479,1.5636463,2.514097,3.3601957,0.4773665,1.9679432,1.4803685,1.8810381,0,1.6874191,3.3642783,1.9415195,0,0.82725,1.5316185,3.2945913,0,0.6127771,3.4726177,5.6149483,1.8293625,2.257584,1.2765562,0,0.8285503,6.7714895,0.6315234,1.4348817,2.3436921,1.458592,1.7868472,1.4574367,0.7429548,0,0.8371359,1.4006472,1.7654074,0.5704629,1.4673838,0.7916891,0.7685019,1.6798291
gene_841,0,0,0,6.720853,0,0,1.8777442,0,0,0,0,1.7668072,0,0,0,0,0,0,2.3696061,0,0,0,0,0,0.7242137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4956952,0.7532622,0,0,0.7916891,0,1.071694
gene_842,0,0,0,0,0,0,0,0,0,0,0,0.4257815,0,0,0,0,1.2608085,0,0.4011936,0,0,6.0787208,0,0,0,0,6.4445859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_843,0.5918709,0.3236583,0,1.0394192,0.3609822,1.1941501,1.2249664,0,0.3523066,0,0,0.4257815,0,0,0,0,0.7639214,0,0.4011936,0.5592471,0,1.5537045,0.4627853,0,0,0,0.5665716,0.4889263,0,0,0,0,0,0,0,2.3146965,0.4547023,0,1.0357647,0,0,0,0.4784024,0,0,0,0,0,1.2672361,1.071694
gene_844,8.477823,7.750198,6.024982,6.651864,9.055339,7.025029,7.331401,7.370313,6.410987,5.070381,7.317494,9.127187,8.324667,10.903196,7.500587,8.553729,8.567545,6.93985,9.360408,7.071795,4.816917,7.088672,7.567796,11.51429,7.316752,8.991723,11.060155,7.595713,8.846496,5.009025,10.050991,7.20882,9.26468,9.257718,7.237631,6.78174,5.774223,8.917551,8.81202,8.953027,7.845697,6.198168,7.327813,7.463524,8.133091,7.479845,6.451145,11.184082,6.901313,8.12819
gene_845,0,4.2177503,0,0,0.3609822,0,0,0,0,0,0,0,0,0,0.4414835,0.5332643,2.7192053,0,0,0,1.6667112,0,0,3.4030632,0,0,7.3538349,0,2.0987901,2.9294691,0,0,0,0,0,0,0,0,0,0.522558,0,0,0,0,0,0,0,6.5746389,0,0
gene_846,1.3342822,1.32717,0.7965978,1.267356,1.4359486,0.8942939,2.4484517,9.5049103,1.4113178,7.6661814,1.6516832,2.4496406,1.3609822,1.168642,0.4414835,0.5332643,9.4730157,2.9377775,0.972178,0.9612529,1.0617071,1.7324429,2.7383787,1.5438423,3.0684816,2.7130359,0,1.9350825,1.9703383,0.960141,2.0706984,0,0.8285503,1.6331522,1.4046307,0,1.8455101,2.9988454,1.2632147,1.6702512,2.2341947,1.9204839,0.8371359,2.0977456,1.6120694,0.7886857,9.8270664,0,0.7685019,5.4404274
gene_847,2.5048746,6.2083261,0.4525954,2.5668395,2.1412039,3.3919876,2.7646434,1.9509909,5.1170301,1.5636463,4.7845563,4.4096625,3.010565,5.5229251,3.8184211,3.1779337,3.8141094,3.7638789,4.9605997,2.9466747,3.3864247,2.1993425,6.382854,4.4858197,3.3088996,3.8575431,2.009168,3.630021,5.0647923,2.2858461,5.7641444,2.9044263,4.3502709,5.6850066,1.8557904,1.9451207,1.0783366,2.0642276,4.593784,3.9039252,3.1832483,1.9204839,2.0475733,3.201775,5.9386622,4.2966703,0,2.8406445,5.9831806,4.1763148
gene_848,6.0177015,10.0206883,0.4525954,1.267356,6.3678288,5.3683877,3.5484366,5.4355886,8.0419986,2.9107327,8.0929474,6.1983743,5.834873,9.7949259,8.4147952,6.4258151,8.0673698,5.4327891,6.1475957,7.0139312,8.3411941,7.2541121,9.7042616,9.5575403,5.5501188,5.374584,5.9752083,7.6482713,9.4085102,8.0169253,7.096536,7.0763881,6.8461548,6.8590005,5.2238241,1.7049162,4.6487645,5.5743256,8.2149262,8.9479349,4.3119099,2.7161129,4.3969061,5.975378,5.6345991,7.2020748,2.436455,6.7472531,10.214477,6.8666978
gene_849,8.08382,9.104153,4.802193,5.34881,6.077239,6.858864,8.393455,8.100026,7.178366,5.640962,7.626709,9.546887,8.675403,5.597707,5.434578,7.27469,9.056055,8.129685,8.734086,7.957961,6.441425,9.601477,8.705335,4.629636,9.335406,8.722042,6.428563,6.209857,7.977297,6.80653,7.508001,6.076681,9.97851,8.025638,6.928536,6.013467,8.954324,8.310436,8.496778,6.290338,9.430706,8.488712,7.240467,6.895945,8.127793,7.38047,8.234041,4.424358,6.884232,6.965403
gene_850,5.267892,7.686452,3.942167,3.530283,3.414853,5.457361,6.730857,4.890622,5.891611,3.939593,6.206108,8.624803,7.119346,5.58526,3.314827,6.224822,7.385069,6.12607,6.663245,4.80686,3.696205,8.368341,5.115246,5.860171,6.779746,7.738025,5.700054,5.89475,5.242141,4.906631,6.535397,6.240366,8.284181,7.693417,4.911936,4.877401,6.392341,7.930903,7.055065,7.644296,7.872903,5.986309,5.154,6.039737,7.259376,5.044818,4.954606,3.965563,5.297918,6.236114
gene_851,7.123646,7.816088,5.078776,7.243802,6.642801,5.923204,7.754159,6.840199,7.388258,6.443998,7.026557,8.851865,7.748984,6.764845,5.084893,7.311712,7.48121,7.275882,7.707904,7.622308,6.579061,8.880756,6.650628,7.210681,7.915019,7.759329,6.311123,7.076164,6.678396,6.846594,7.07767,6.755408,8.425992,8.190412,5.901094,6.903074,7.242603,8.211791,7.72858,8.387811,8.240543,7.841797,7.273842,7.473543,7.858348,6.136567,7.628066,4.91863,7.616299,7.06374
gene_852,7.30577,8.98317,5.498867,6.299127,5.456977,6.523973,8.579814,7.804137,7.033577,5.254133,8.627753,10.699746,9.111545,5.325732,5.309907,7.611349,8.723412,7.584865,9.030562,7.441558,6.404862,11.119188,6.561007,6.242462,9.604687,8.857424,5.863916,6.704291,7.489984,7.689886,8.563559,6.990683,10.567053,10.136402,6.464593,7.68648,7.418519,8.951063,8.218524,9.064266,9.877091,7.463426,6.689872,8.594112,9.183365,7.574654,7.507287,4.213122,7.416933,7.635145
gene_853,1.3342822,4.8911178,3.7967327,1.267356,1.2758414,2.7184822,0.9196833,2.4058562,2.1108643,0.7242137,3.9602986,6.3149339,4.2208794,1.168642,1.8099494,2.1946544,3.7243774,3.3049636,4.5510915,0.9612529,0.7865964,3.4680358,3.0983353,1.5438423,3.7191725,4.8604514,2.9512148,3.0464387,2.6106056,1.1767057,4.4108906,1.3905576,5.7484398,6.093015,2.9240619,2.470641,1.9870661,4.0648484,2.7227502,4.619008,6.1163065,1.417542,3.2107006,3.8611117,4.7393783,2.6633218,2.436455,0.7916891,2.9416885,2.9281997
gene_854,2.1858983,0.3236583,0,0.7685866,0.6493855,0,0,0,0,0,3.920036,0.4257815,0.4773665,0,3.7195449,2.7685019,5.108976,0,0,0,0.7865964,0,1.866908,0.8207304,0.2836848,1.2160513,1.7676548,0.4889263,0,1.6808194,0,0,0,0,0,0,0,9.5794159,0.4330663,4.9394429,0,0.6388616,1.3633954,0,0,0,0,3.0550742,0.434775,3.6519357
gene_855,2.7178025,0.8111422,0,4.8118717,0.8897072,2.4042764,5.1787425,4.8553419,2.0153905,2.0908534,0.8928184,5.8404456,3.4334803,3.3437489,0.4414835,1.6942562,1.6296597,4.201328,8.3562627,1.5331148,2.419485,10.8484821,2.7383787,3.4543997,5.5299053,3.3959265,6.8149605,1.5931625,1.0666059,2.0536674,1.4742024,0.4053389,3.2531724,0,3.6475678,2.1398624,2.4453294,3.5223571,2.4727477,0,8.8383184,3.4630862,2.866275,0.8640177,5.7493734,1.6701605,4.287982,0,0.7685019,2.1062813
gene_856,1.0102786,1.1747899,0,0.4348817,0,0.8942939,0,0,0.8717648,0,0,1.0214087,0,1.168642,0.4414835,0,0.4319973,0,0.972178,0,0,3.8629572,0.4627853,0,0.9024981,0.3386811,0.5665716,0,1.0666059,0,0,0,2.036855,0,0.6315234,0,0,0,1.0357647,0,0,0,0,0,0,0,0,0,0,0
