#Organism/Name	Size (Mb)	GC%	Genes	Proteins
Planococcus antarcticus DSM 14505	3.77211	43	3677	3501
Austwickia chelonae NBRC 105200	3.54112	66.2	3040	2903
Kineosphaera limosa NBRC 100340	4.84724	70.4	4359	4033
Rhodovulum sp. PH10	4.83143	69.3	4312	4080
Thiomicrospira halophila DSM 15072	2.35669	54.9	2210	2127
Verrucomicrobium sp. 3C	2.77207	60.8	2727	2485
Corynebacterium lubricantis DSM 45231	2.94417	58.6	2798	2642
Sciscionella marina DSM 45152	8.53645	67.8	7961	7674
Wenxinia marina DSM 24838	4.17589	70.5	3993	3853
Halosimplex carlsbadense 2-9-1	4.69489	67.7	4410	4236
Lamprocystis purpurea DSM 4197	6.90874	64.3	5835	5512
Haemophilus parahaemolyticus HK385	2.03058	40.1	1953	1871
Mycoplasma auris 15026	0.767867	27.2	669	619
Mycoplasma alkalescens 14918	0.77194	25.6	656	599
Mycoplasma bovigenitalium 51080	0.862704	29	746	696
Mycoplasma arginini 7264	0.61562	26.2	559	517
Gluconobacter frateurii NBRC 101659	3.14876	55.7	2952	2889
Variovorax sp. CF313	6.02917	66.8	5539	5383
Capnocytophaga cynodegmi DSM 19736	2.6571	34.4	2346	2262
Enterovibrio calviensis FF-85	5.49083	47.7	4805	4641
Vibrio rumoiensis 1S-45	3.44694	41.1	3041	2973
Vibrio breoganii 1C10	4.14578	45.1	3705	3590
Vibrio genomosp. F10 str. 9ZB36	4.264	43.4	3749	3658
Nitratireductor aquibiodomus RA22	4.59279	61.3	4373	3768
Indibacter alkaliphilus LW1	5.03605	39.7	4277	4182
Staphylococcus massiliensis S46	2.44711	36.3	2360	2251
Psychroflexus gondwanensis ACAM 44	3.31177	35.8	2974	2868
Nitritalea halalkaliphila LW7	3.6337	48.6	3454	2650
Vibrio genomosp. F6 str. FF-238	4.23876	42.3	3755	3641
Vibrio kanaloae 5S-149	4.66498	43.8	4098	3990
Vibrio crassostreae 9CS106	5.07119	44.5	4416	4321
Vibrio tasmaniensis 1F-187	5.38781	43.7	4788	4568
Aliivibrio logei 5S-186	4.45123	39	3958	3888
Melioribacter roseus P3M-2	3.30041	41.3	2930	2843
Chondromyces apiculatus DSM 436	11.5777	70.3	8593	8052
Leptospira meyeri serovar Hardjo str. Went 5	4.18806	38	3950	3887
Leptospira fainei serovar Hurstbridge str. BUT 6	4.28732	43.5	3945	3862
Leptospira wolffii serovar Khorat str. Khorat-H2	4.40083	45.6	4149	4052
Leptospira sp. Fiocruz LV3954	4.03839	41.7	3833	3646
Alkalibacillus haloalkaliphilus C5	2.90806	37.1	3135	2770
Pseudomonas alcaliphila 34	5.42896	62.6	4983	4877
Microbacterium yannicii PS01	3.9525	69.5	3661	3465
Mycobacterium vaccae ATCC 25954	6.24537	68.5	5924	5678
Rhodococcus wratislaviensis IFP 2016	9.68764	67	9378	8301
Alishewanella agri BL06	3.49171	50.6	3221	3133
Xanthomonas translucens pv. graminis ART-Xtg29	4.10086	68.6	3587	3147
Streptococcus massiliensis DSM 18628	1.86415	41.5	1901	1783
Virgibacillus halodenitrificans 1806	3.92055	37.4	3816	3740
Bacillus endophyticus 2102	5.10719	36.4	4987	4881
Bacillus oceanisediminis 2691	5.76061	40.8	5708	5561
Burkholderia terrae BS001	11.2941	61.8	10148	9787
Bacillus macauensis ZFHKF-1	3.73636	40.6	3873	3760
Marinobacter lipolyticus BF04_CF-4	3.6338	54.7	3584	3250
Alishewanella aestuarii B11	3.58805	51	3349	3227
Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	4.51069	42.7	3871	3721
Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	4.64621	42.8	3881	3776
Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	4.443	42.7	3774	3010
Acinetobacter baylyi TG19579	3.7469	40.2	3437	3343
Alicyclobacillus hesperidum URH17-3-68	2.96716	53.8	2873	2748
Corynebacterium terpenotabidum Y-11	2.75123	67	2435	2333
Microbacterium sp. 292MF	4.07322	70.7	3765	3664
Bacteriovorax sp. BAL6_X	3.23368	36.5	3109	3045
Pseudochrobactrum sp. AO18b	3.75146	51.4	3497	3285
Moritella dasanensis ArB 0140	4.88958	40.8	4277	4143
Cupriavidus sp. HMR-1	6.64238	63.9	6094	5805
Rhizobium giardinii bv. giardinii H152	6.81013	60.7	6405	6047
Rhizobium mongolense USDA 1844	7.16635	59.5	6946	6511
Actinomycetospora chiangmaiensis DSM 45062	5.86108	74	5660	5440
Actinoplanes globisporus DSM 43857	10.9885	70.9	9921	9674
Butyricimonas synergistica DSM 23225	4.77084	44.8	3848	3737
Catelliglobosispora koreensis DSM 44566	7.68859	64.4	7390	7141
Corynebacterium capitovis DSM 44611	1.96087	64.5	1872	1807
Corynebacterium caspium DSM 44850	1.84368	49.7	1674	1587
Corynebacterium ciconiae DSM 44920	2.54557	62.1	2214	2099
Corynebacterium doosanense CAU 212 = DSM 45436	2.64734	66.9	2580	2463
Corynebacterium ulceribovis DSM 45146	2.30045	59.2	2105	2013
Cytophaga aurantiaca DSM 3654	4.42513	37.1	3822	3716
Flexithrix dorotheae DSM 6795	9.53682	36.3	7313	7122
Caldibacillus debilis DSM 16016	3.05952	51.6	3305	3189
Kribbella catacumbae DSM 19601	9.62781	67.5	8797	8505
Lewinella cohaerens DSM 23179	7.29882	45	5476	5344
Loktanella hongkongensis DSM 17492	3.18591	68.4	3100	3010
Loktanella hongkongensis DSM 17492	3.19844	68.2868	3103	2979
Longispora albida DSM 44784	6.82124	70.3	6277	6109
Moraxella boevrei DSM 14165	2.42721	40.1	2339	2225
Mycobacterium hassiacum DSM 44199	5.00016	69.5	4751	4534
Mycobacterium hassiacum DSM 44199	5.08232	69.4	4795	4632
Nonomuraea coxensis DSM 45129	8.99645	72.2	8372	8075
Oligella urethralis DSM 7531	2.31161	46.4	2151	2052
Porphyromonas levii DSM 23370	2.51648	45.7	2166	2027
Porphyromonas somerae DSM 23386	2.35668	47.1	1968	1858
Streptococcus caballi DSM 19004	2.12204	40.4	2104	1955
Streptococcus didelphis DSM 15616	1.87744	35.8	1813	1713
Streptococcus entericus DSM 14446	2.03647	44.6	2021	1930
Streptococcus ferus DSM 20646	1.84734	42.7	1841	1764
Streptococcus marimammalium DSM 18627	1.50544	33.2	1467	1369
Streptococcus merionis DSM 19192	2.35734	41.7	2182	2080
Streptococcus orisratti DSM 15617	2.41613	38.5	2340	2183
Streptococcus ovis DSM 16829	2.35854	40.1	2380	2266
Streptococcus thoraltensis DSM 12221	2.38522	38.4	2187	2065
Streptomyces scabrisporus DSM 41855	11.3927	70.9	9817	9306
Thiothrix disciformis DSM 14473	3.92395	45.1	3794	3661
Streptomyces vitaminophilus DSM 41686	6.42989	72	5427	5127
Thiothrix flexilis DSM 14609	3.78763	44.4	3509	3360
Ancylobacter sp. FA202	5.35455	67.3	4847	4756
Methylocystis rosea SV97	3.91205	62.5	3839	3690
Methylopila sp. M107	4.45349	68	4137	4021
Methylosarcina fibrata AML-C10	4.97846	54.1	4397	4260
Methylotenera sp. 1P/1	2.74752	45.6	2622	2555
Rhodopirellula sp. SWK7	8.77707	56	6593	6412
Moritella marina ATCC 15381	4.63618	40.5	4070	4016
Moritella marina ATCC 15381	4.64678	40.5	4152	4019
Methyloferula stellata AR4	4.23545	59.5	3937	3840
Corynebacterium halotolerans YIM 70093 = DSM 44683	3.22201	68.2608	2926	2789
Corynebacterium halotolerans YIM 70093 = DSM 44683	3.2025	68.4	2921	2776
Paenibacillus massiliensis 2301065 = DSM 16942	6.3858	48.5	5456	5258
Paenibacillus sanguinis 2301083 = DSM 16941	4.80414	49.3	4388	4238
Bartonella rattaustraliani AUST/NH4	2.15844	38.8	1879	1678
Dermabacter sp. HFH0086	2.37774	62.7	2121	2019
Treponema maltophilum ATCC 51939	2.53039	47.9	2336	2241
Treponema medium ATCC 700293	2.72751	44.3	2384	2277
Pandoraea sp. RB-44	5.38525	64.9	4815	4605
Pandoraea sp. RB-44	5.3457	64.9	4787	4569
Halomonas titanicae BH1	5.33979	54.6	4861	4726
Nocardiopsis alba ATCC BAA-2165	5.84821	69.6	5040	4807
Hoeflea sp. 108	6.11209	63.4	5849	5707
Rhizobium gallicum bv. gallicum R602sp	7.22024	60.8	6858	6695
Leptotrichia shahii DSM 19757	2.14461	29.5	1978	1888
Lewinella persica DSM 23188	7.08277	51.6	5258	5112
Martelella mediterranea DSM 17316	5.64374	62.4	5218	5042
Thermoanaerobacter indiensis BSB-33	2.59761	34.2	2559	2386
Meiothermus timidus DSM 17022	3.19063	65.3	3093	2990
Echinicola pacifica DSM 19836	5.4422	43.8	4066	3986
Pontibacter roseus DSM 17521	4.58148	52.7	3987	3913
Thiobacillus thioparus DSM 505	3.20152	62.3	3127	3042
Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896	4.98707	58.4	4513	4355
Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896	5.00554	58.4	4515	4350
Desulfurispora thermophila DSM 16022	2.82158	55.2	2738	2624
Spirochaeta alkalica DSM 8900	3.35831	60.5	2859	2727
Acinetobacter bouvetii DSM 14964 = CIP 107468	3.35647	45	3186	3072
Acinetobacter bouvetii DSM 14964 = CIP 107468	3.38882	45	3205	3068
Oligella ureolytica DSM 18253	2.6683	44.6	2585	2428
Legionella shakespearei DSM 23087	3.51268	41.7	2980	2885
Erysipelothrix tonsillarum DSM 14972	1.93102	36.8	1837	1750
Corynebacterium pilosum DSM 20521	2.53163	60.7	2387	2270
Thermus igniterrae ATCC 700962	2.22598	68.8	2335	2198
Blautia producta ATCC 27340 = DSM 2950	6.08569	45.7	5597	5350
Blautia producta ATCC 27340 = DSM 2950	6.08866	45.7	5608	5353
Corynebacterium mastitidis DSM 44356	2.37	69	2198	2094
Actinopolymorpha alba DSM 45243	7.98371	67.9	7243	6911
Corynebacterium propinquum DSM 44285	2.45864	56.4	2196	2058
Wohlfahrtiimonas chitiniclastica SH04	2.12389	43.5	2000	1930
Uliginosibacterium gangwonense DSM 18521	5.02171	56.6	4587	4444
Desulfobacter curvatus DSM 3379	5.64428	46.9	4892	4710
Desulfovibrio oxyclinae DSM 11498	3.32458	59.1	3110	3011
Gracilimonas tropica DSM 19535	3.83124	42.9	3374	3291
Kiloniella laminariae DSM 19542	4.43894	51.4	4182	4056
Spirosoma panaciterrae DSM 21099	8.12928	48.9	6667	6496
Segetibacter koreensis DSM 18137	6.10789	37.4	5035	4848
Balneola vulgaris DSM 17893	2.85775	39.8	2488	2422
Spirosoma luteum DSM 19990	6.61358	50.7	5516	5345
Spirosoma spitsbergense DSM 19989	7.54798	50.4	6431	6150
Kangiella aquimarina DSM 16071	2.6818	43.7	2498	2446
Niabella aurantiaca DSM 17617	5.92744	48.6	4941	4819
Meganema perideroedes DSM 15528	3.40995	67.2	3093	2975
Pseudaminobacter salicylatoxidans KCT001	4.61241	62.8	4376	3951
Sulfuricella denitrificans skB26	3.21721	56.1162	3091	2990
Methanobacterium formicicum DSM 3637	2.68427	38	2549	2467
Pedobacter arcticus A12	4.22892	36.9	3556	3479
Pseudomonas luteola XLDN4-9	4.6268	54.2	4348	4155
Nocardia asteroides NBRC 15531	6.95478	69.9	6295	6106
Butyricicoccus pullicaecorum 1.2	3.32572	54	3140	2994
Thalassolituus oleivorans MIL-1	3.92033	46.6	3600	3502
Idiomarina xiamenensis 10-D-4	2.89928	49.5	2686	2567
Oceanibaculum indicum P24	3.95279	65.5	3781	3637
Celeribacter baekdonensis B30	4.3336	58.3	4224	4117
Gordonia hirsuta DSM 44140 = NBRC 16056	3.48946	68.4	3218	3044
Gordonia hirsuta DSM 44140 = NBRC 16056	3.48946	68.4	3216	3042
Gordonia namibiensis NBRC 108229	4.94161	67.6	4423	4318
Bacillus nealsonii AAU1	4.97839	35.1	4756	4319
Clostridium sartagoforme AAU1	3.98337	27.9	3831	3478
Janibacter hoylei PVAS-1	3.1391	71.3	3112	2696
Halogranum salarium B-1	4.49231	62.2	4409	4272
Pseudomonas psychrophila HA-4	5.2357	56.4	4713	4593
Pseudoxanthomonas sp. GW2	3.34943	71.4	3104	2920
Chelatococcus sp. GW1	5.20705	68.7	4919	4661
Geobacillus caldoxylosilyticus CIC9	3.82655	44.2	3748	3583
Halorubrum sp. T3	3.16801	68.5	2997	2900
Clostridium tyrobutyricum UC7086	3.06421	30.8	2948	2834
Burkholderia pyrrocinia CH-67	8.0497	67.4	7196	6886
Acidocella sp. MX-AZ02	3.62486	64	3477	3196
Limnohabitans sp. Rim28	3.41171	58.5	3323	3247
Oscillibacter sp. 1-3	4.46769	58.3	4278	4086
Planococcus halocryophilus Or1	3.42681	39.9	3430	2760
Pseudoalteromonas ruthenica CP76	4.00809	47.6	3729	3552
Amphibacillus jilinensis Y1	3.8366	37.3	3561	3464
Aeromonas sp. 159	3.36084	58.2	3117	2981
Pseudomonas plecoglossicida NB2011	5.41333	62.8	4906	4724
Roseomonas sp. B5	4.71926	70.6	4272	4052
Elizabethkingia meningoseptica ATCC 13253 = NBRC 12535	3.84029	36.4	3441	3383
Elizabethkingia meningoseptica ATCC 13253 = NBRC 12535	3.79693	36.6	3429	3275
Burkholderia kururiensis M130	7.12886	65	6242	5988
Empedobacter brevis NBRC 14943 = ATCC 43319	3.79248	32.8	3587	3478
Rhodococcus rhodnii LMG 5362	4.38358	69.7	4188	3966
Rhodococcus triatomae BKS 15-14	5.82435	69	5275	5146
Novosphingobium tardaugens NBRC 16725	4.29151	61.3	4012	3884
Vibrio proteolyticus NBRC 13287	4.74554	50	4359	4255
Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	5.13003	45	4639	4478
Vibrio halioticoli NBRC 102217	4.01393	42.8	3539	3439
Vibrio gazogenes ATCC 43941	6.14966	45.5	5434	5231
Vibrio azureus NBRC 104587	4.71628	42.1	4189	4027
Vibrio ezurae NBRC 102218	3.6829	43.3	3238	3136
Actinomadura madurae LIID-AJ290	10.3089	72	9393	8943
Gordonia amicalis NBRC 100051 = JCM 11271	4.91547	67.4	4440	4170
Gordonia aichiensis NBRC 108223	5.09203	65.3	4595	4434
Bacillus sonorensis L12	4.64775	45.2	4647	4447
Acinetobacter schindleri TG19614	3.19703	42.4	3012	2889
Salinibacterium sp. PAMC 21357	3.10926	60.1	3007	2826
Lactobacillus florum 2F	1.26184	41.5	1211	1173
Dickeya dianthicola NCPPB 453	4.67606	55.9526	4113	3957
SAR86 cluster bacterium SAR86E	1.3968	36.2	1442	1403
Dickeya paradisiaca NCPPB 2511	4.63187	55	4008	3734
Corynebacterium maris DSM 45190	2.83355	66.6124	2637	2504
Bacillus isronensis B3W22	4.01989	38.8	3915	3790
Streptomyces mobaraensis NBRC 13819 = DSM 40847	7.47781	73.3	6410	6057
Microbacterium paraoxydans 77MFTsu3.2	3.47903	69.5	3538	3440
Gordonia malaquae NBRC 108250	4.46546	66.4	4265	4128
Gordonia paraffinivorans NBRC 108238	4.63233	68.9	4165	3978
Gordonia sihwensis NBRC 108236	4.14089	68.1	3870	3742
Gordonia soli NBRC 108243	5.37582	67.7	4916	4742
Cecembia lonarensis LW9	4.84284	41	4214	4027
Blautia sp. KLE 1732	3.57377	44.2	3355	3164
Lactobacillus saerimneri 30a	1.63399	42.6	1568	1479
Actinobaculum sp. oral taxon 183 str. F0552	2.36601	67.6	1975	1786
Leptotrichia sp. oral taxon 879 str. F0557	2.41575	29.7	2293	2177
Burkholderia phenoliruptrix BR3459a	7.65113	63.1193	6699	6508
Actinobacillus capsulatus DSM 19761	2.62114	40	2522	2351
Actinomadura flavalba DSM 45200	6.16778	73.3	5625	5501
Allofustis seminis DSM 15817	1.44129	37.6	1428	1340
Bacillus acidiproducens DSM 23148	3.31848	44.4	3258	3084
Bacteroides pyogenes F0041	3.56817	46.4	3010	2815
Riemerella columbina DSM 16469	2.43679	36	2405	2261
Rhizobium lupini HPC(L)	5.27224	59.2	4665	4615
Brevibacterium casei S18	3.66464	68.1	3257	3108
Anoxybacillus sp. DT3-1	2.59664	41.5	2697	2615
Candidatus Nitrosopumilus sp. AR2	1.69091	33.6	2008	1935
Oceaniovalibus guishaninsula JLT2003	2.89713	67.4	2856	2725
Halorubrum lipolyticum DSM 21995	3.42504	68	3219	3106
Nitratireductor pacificus pht-3B	4.46621	65.5	4234	4118
Acaricomes phytoseiuli DSM 14247	2.41952	62.3	2264	2088
Acinetobacter tjernbergiae DSM 14971 = CIP 107465	3.69238	38.5	3481	3335
Acinetobacter tjernbergiae DSM 14971 = CIP 107465	3.65243	38.5	3468	3307
Actinokineospora enzanensis DSM 44649	8.11986	70.8	7128	6917
Algicola sagamiensis DSM 14643	4.34128	42.8	4012	3873
Anaeromusa acidaminophila DSM 3853	3.47581	48.8	3318	3183
Brachymonas chironomi DSM 19884	2.50356	63.6	2406	2276
Arhodomonas aquaeolei DSM 8974	3.95777	69.4	3554	3433
Pusillimonas noertemannii BS8	3.91698	62.9	3573	3446
Nitratireductor indicus C115	4.99248	60.9	4828	4717
Chitiniphilus shinanonensis DSM 23277	4.15163	66.4	3624	3502
Paenibacillus terrigena DSM 21567	6.36156	46.1	5767	5606
Dyella ginsengisoli LA-4	4.54686	67.7	4033	3917
Thauera aminoaromatica S2	4.2807	68.7	3925	3599
Thauera linaloolentis 47Lol = DSM 12138	4.19994	66.6	3804	3593
Thauera linaloolentis 47Lol = DSM 12138	4.21434	66.6	3769	3656
Thauera phenylacetica B4P	5.02239	68.6	4626	4149
Catellicoccus marimammalium M35/04/3	1.28587	33.9	1245	1183
Gayadomonas joobiniege G7	3.91043	41.4213	3434	3334
Pelosinus sp. HCF1	4.97102	39.8	4577	4442
Salinicoccus carnicancri Crm	2.66903	47.9	2720	2629
Enterorhabdus caecimuris B7	2.95562	64.1	2473	2294
Anaerotruncus sp. G3(2012)	3.62038	54.5	3471	3254
Lactobacillus murinus ASF361	2.17158	40.2	2107	1955
Eubacterium plexicaudatum ASF492	6.50882	43.2	6038	5581
Bacillus stratosphericus LAMA 585	3.70564	41.1868	3783	3689
Kocuria palustris PEL	2.87211	70.4	2540	2382
Caenispirillum salinarum AK4	4.95247	68.8	4513	4342
Fulvivirga imtechensis AK7	6.73786	42.4	5511	5347
Amycolatopsis azurea DSM 43854	9.22345	68.9	8497	8318
Halomonas jeotgali Hwa	2.8471	62.9	2585	2455
Oceanobacillus kimchii X50	3.83078	35.2	3763	3668
Leucobacter salsicius M1-8	3.18542	64.5	2852	2719
Moraxella macacae 0408225	2.08466	39.6941	1895	1810
Dokdonia sp. PRO95	3.30519	37.4	2968	2898
Glaciecola pallidula DSM 14239 = ACAM 615	4.36069	41.2	3792	3645
Glaciecola pallidula DSM 14239 = ACAM 615	4.36305	41.2	3792	3656
Streptomyces davawensis JCM 4913	9.55595	70.5935	8497	8246
Leptospira wolbachii serovar Codice str. CDC	4.08198	39.2	3863	3753
Leptospira vanthielii serovar Holland str. Waz Holland = ATCC 700522	4.23233	38.9	4086	3902
Streptomyces bottropensis ATCC 25435	8.91473	71.2	7666	7474
Streptomyces bottropensis ATCC 25435	8.95573	71.2	7709	7540
Haloferax sp. BAB2207	3.74471	65.8	3903	3056
Octadecabacter arcticus 238	5.47825	55.1917	5737	5284
Streptomyces himastatinicus ATCC 53653	11.03	70	9299	8050
Staphylococcus pettenkoferi VCU012	2.45496	38.7	2329	2182
Moorea producens 3L	8.47861	43.7	6641	6085
Ochrobactrum sp. CDB2	4.97123	53.6	4714	4465
Anoxybacillus kamchatkensis G10	2.85866	41.3	2990	2887
Halomonas zhanjiangensis DSM 21076	4.05878	54.5	3696	3581
Salsuginibacillus kocurii DSM 18087	3.83178	43.2	3614	3493
Pseudomonas umsongensis 20MFCvi1.1	6.45866	59.4	5829	5725
Arthrobacter crystallopoietes BAB-32	4.34861	66.7	4156	3678
Brevibacillus agri BAB-2500	5.38649	53.5	5234	4849
Halobacillus sp. BAB-2008	3.78475	46.8	3926	3697
Actinoplanes friuliensis DSM 7358	9.37607	70.4	8621	8363
Gilvimarinus chinensis DSM 19667	4.06887	51.2	3652	3537
Gracilibacillus lacisalsi DSM 19029	4.40925	36.8	4222	4095
Halococcus morrhuae DSM 1307	2.99156	63.8	3031	2828
Mariniradius saccharolyticus AK6	4.85442	46.7	4221	4159
Porphyrobacter sp. AAP82	2.89907	67.3	2772	2673
Streptomyces collinus Tu 365	8.37729	72.5501	7171	6872
Blastomonas sp. AAP53	3.61622	63.6	3346	3253
Sandarakinorhabdus sp. AAP62	3.13154	65.5	2939	2850
Haloferax lucentense DSM 14919	3.61906	66.4	3593	3472
Leptospira yanagawae serovar Saopaulo str. Sao Paulo = ATCC 700523	4.05624	38.2	3877	3766
Formosa sp. AK20	3.05548	35.4	2791	2727
Desulfotomaculum hydrothermale Lam5 = DSM 18033	2.69503	49.5	2660	2526
Thioalkalivibrio nitratireducens DSM 14787	4.00235	66.5	3668	3487
Leptospira terpstrae serovar Hualin str. LT 11-33 = ATCC 700639	4.09219	38.2	3877	3785
Geopsychrobacter electrodiphilus DSM 16401	4.24173	53.2	3872	3777
Coprothermobacter platensis DSM 11748	1.42438	42.5	1457	1390
Eubacterium ramulus ATCC 29099	3.44714	42.6	3138	2949
Wheat blue dwarf phytoplasma	0.611462	27.1	555	470
Marinobacterium rhizophilum DSM 18822	5.36457	58.5	4670	4512
Porphyromonas gulae DSM 15663	2.31539	48.6	1993	1879
Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	3.50859	46.6	2645	2544
Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	3.47526	46.6	2634	1925
Rubritalea marina DSM 17716	3.01327	51.6	2631	2556
Rudaea cellulosilytica DSM 22992	4.34364	63.7	3711	3600
Saccharibacillus kuerlensis DSM 22868	4.69956	50.7	4073	3890
Saccharibacter floricola DSM 15669	2.38407	51.2	2216	2112
Salinimonas chungwhensis DSM 16280	3.98544	47	3612	3511
Spirochaeta bajacaliforniensis DSM 16054	4.57661	49.2	4265	4146
Duganella zoogloeoides ATCC 25935	6.27295	63.7	5391	5208
Methylophilus methylotrophus DSM 46235 = ATCC 53528	2.86022	49.6	2694	2618
Alcaligenes sp. HPC1271	4.27093	56.6	4070	3400
Cystobacter fuscus DSM 2262	12.2824	68.6	9801	9506
Rhodopirellula europaea 6C	7.19131	55.7	5834	5542
Rhodopirellula sallentina SM41	8.18669	56.7	6246	5787
Henriciella marina DSM 19595	3.27777	59.9	3181	3114
Hirschia maritima DSM 19733	3.35127	44.6	3107	3032
Leeia oryzae DSM 17879	3.78544	54.5	3478	3381
Megamonas rupellensis DSM 19944	2.33005	31.3	2260	2115
Paenibacillus daejeonensis DSM 15491	7.46406	53.3	6395	6239
Cohnella laeviribosi DSM 21336	4.47619	57.3	4180	3967
Deinococcus aquatilis DSM 23025	5.00329	62.1	4647	4434
Demetria terragena DSM 11295	3.57477	64.7	3423	3320
Hahella ganghwensis DSM 17046	6.56496	49.2	6048	5767
Halomonas anticariensis FP35 = DSM 16096	5.07059	58.5	4676	4521
Halomonas anticariensis FP35 = DSM 16096	5.01954	58.5	4659	4480
Halomonas lutea DSM 23508	4.53309	59.1	4206	4011
Paenibacillus ginsengihumi DSM 21568	5.67531	57.1	5036	4805
Patulibacter americanus DSM 16676	4.47056	74.4	4115	3906
Perlucidibaca piscinae DSM 21586	2.42407	64.9	2343	2242
Proteiniphilum acetatigenes DSM 18083	4.77669	43.1	3769	3644
Psychroflexus tropicus DSM 15496	3.00181	36.6	2759	2697
Selenomonas bovis DSM 23594	2.68876	59.1	2542	2396
Streptococcus henryi DSM 19005	2.42251	38.6	2293	2203
Streptococcus minor DSM 17118	1.92789	41.1	1927	1850
Varibaculum cambriense DSM 15806	2.02294	53.4	1743	1625
Thiomicrospira arctica DSM 13458	2.55288	41.9	2291	2214
Candidatus Endolissoclinum faulkneri L2	1.48119	34.1	823	769
Natrinema pallidum DSM 3751	3.91581	63.7	3792	3584
Succinimonas amylolytica DSM 2873	3.96427	48.1	3094	2877
Colwellia piezophila ATCC BAA-637	5.48438	38.9	4492	4343
Desulfospira joergensenii DSM 10085	6.11947	50.6	5555	5440
Caldimonas manganoxidans ATCC BAA-369	3.53212	66	3378	3187
Curvibacter lanceolatus ATCC 14669	6.83252	65.5	6203	5980
Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	2.87344	58.1	2495	2376
Azoarcus toluclasticus ATCC 700605	5.92598	66	5402	5245
Nafulsella turpanensis ZLM-10	4.80559	45.7	4154	4036
Rhodopirellula maiorica SM1	8.87408	54.7	7111	6218
Chamaesiphon minutus PCC 6605	6.76176	45.6454	6212	5956
Deinococcus apachensis DSM 19763	4.45264	68.7	4223	4071
Rhodonellum psychrophilum GCM71 = DSM 17998	5.1937	41.8	4387	4280
Rhodonellum psychrophilum GCM71 = DSM 17998	5.13715	41.8	4324	4231
Oscillatoria nigro-viridis PCC 7112	8.27225	45.8127	6820	6419
Lactococcus raffinolactis 4877	2.28076	38.7	2362	2064
Cyanobacterium aponinum PCC 10605	4.17697	34.9729	3529	3416
Streptococcus tigurinus AZ_3a	2.18466	40.3	2171	2031
Acinetobacter tandoii DSM 14970 = CIP 107469	4.07892	40.1	3924	3755
Acinetobacter tandoii DSM 14970 = CIP 107469	4.04824	40	3931	3748
Acinetobacter beijerinckii ANC 3835	3.54768	38.3	3347	3205
Acinetobacter rudis CIP 110305	4.06669	39.2	3649	3488
Acinetobacter towneri DSM 14962 = CIP 107472	2.95235	41.3	2795	2635
Acinetobacter towneri DSM 14962 = CIP 107472	2.85249	41.2	2766	2593
Acinetobacter soli CIP 110264	3.35999	43.2	3148	3033
Acinetobacter brisouii ANC 4119	3.14664	41.8	2962	2860
Acinetobacter indicus ANC 4215	3.18669	45.4	3017	2859
Acinetobacter gyllenbergii CIP 110306	4.30585	40.9	4157	4013
Acinetobacter gerneri DSM 14967 = CIP 107464	4.59517	37.9	4262	4073
Acinetobacter guillouiae CIP 63.46	4.90228	38.2	4613	4465
Aeromonas molluscorum 848	4.23617	59.2	3993	3555
Mycoplasma cynos C142	0.998123	25.7	816	763
Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651	4.78167	49.1	4380	4075
Salinivibrio costicola subsp. costicola ATCC 33508 = LMG 11651	3.37963	49.3	3282	2343
Saccharothrix espanaensis DSM 44229	9.36065	72.2	8270	8062
